no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
398,Pantai Watulawang,Alam,4.6,1166,5000,5000,-8.1535837,110.6177335,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364704/pantai-watulawang_lkcmkm.jpg,seperti halnya pantai pantai lain di gunung kidul pantai ini banyak terdapat karang dan ombak yang besar namun yang menjadikannya unik terdapat karang yang cukup besar dan bisa digunakan untuk memandang ke arah lautan warga sekitar atau pengelola membuat jembatan yang terbuat dari bambu yang digunakan untuk menyeberang ke karang agar pengunjung dapat menuju ke atas karang dengan aman suasana pantai ini masih tergolong sepi dan banyak terdapat karang karang besar di bibir pantai bisa anda gunakan untuk foto foto dengan teman pacar atau keluarga pasir pantai termasuk luas dengan warna putih kecokelatan khas pasir pantai selatan jogja bersebalahan langsung dengan goa watulawang
370,Ngobaran Beach,Alam,4.6,1160,5000,5000,-8.1184844,110.5028785,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364700/pantai-ngobaran__cgrdib.jpg,nama pantai ngobaran yang unik ini tentu tak lepas dari cerita masalalu kisahnya berawal dari kerajaan majapahit dan kerajaan demak sekitar tahun lalu bangunan berupa gapura dan patung patung simbol agama hindu dan budha didirikan tujuannya untuk menghormati kedatangan keturunan raja brawijaya v di pantai tersebut tak hanya gapura prasasti dan beberapa arca saja tapi anda juga akan menemukan bangunan joglo dengan aliran kejawen
224,Candi Banyunibo,Budaya_Dan_Sejarah,4.5,1151,5000,5000,-7.7779014,110.4940734,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364700/candi-banyunibo_169_fhlw7n.jpg,candi banyunibo adalah candi buddha yang berada tidak jauh dari candi ratu boko yaitu di bagian sebelah timur dari kota yogyakarta ke arah kota wonosari candi ini terdiri atas satu candi induk yang menghadap ke barat dan enam candi perwara yang berbentuk stupa disusun berderet tiga candi perwara di sisi selatan dan tiga candi perwara di sisi timur candi induk lokasinya yang dikelilingi oleh persawahan menjadikan candi banyunibo sebagai salah satu alternatif tempat wisata yang wajib dikunjungi karena selain udara di sekitar candi yang masih alami pengunjung juga bisa mempelajari tentang kekayaan keyakinan manusia indonesia di masa lampau
397,Pantai Nglolang,Pantai,4.3,1123,10000,10000,-8.1360048,110.562855,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364700/pantai-nglolang_ts97wp.jpg,pantai ini sangat indah dengan pasir putih dan ombak yang bergulung gulung dan menghempas karang ini masih terbilang sepi dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan setelah sehari hari berkutat dengan kesibukan deburan ombak yang menggulung gulung dan menghempas karang dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai
38,Pantai Kuwaru,Pantai,4.1,1109,10000,10000,-7.989177883,110.2265599,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364699/Pantai-Kuwaru_gygelt.jpg,pantai kuwaru terkenal dengan wisata yang terkesan santai dan murah
29,Puncak Suroloyo,Alam,4.4,1105,5000,5000,-7.646343961,110.1810727,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364701/Puncak-Suroloyo_uuiht6.jpg,selain cocok untuk menyaksikan keindahan matahari terbenam puncak suroloyo juga terletak di ujung hamparan pegunungan menoreh yang membatasi provinsi jawa tengah dan daerah istimewa yogyakarta tepatnya kabupaten kulon progo dengan magelang berada di puncak suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau hal itu wajar karena pegunungan menoreh tampak memanjang bagai benteng yang membatasi kabupaten magelang dengan kulon progo
166,Ramadanu flower garden,Agrowisata,4.2,1087,5000,5000,-7.6478607,110.2879467,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364698/ramadanu-flower-garden_kqyyzt.jpg,nama ramadanu tediri dari dua kata yakni rama dan danu rama digunakan karena taman ini dibuka pada bulan ramadan sementara danu dari nama dusun danurojo
6,Goa Jomblang,Alam,4.6,1064,500000,500000,-8.027954344,110.6382663,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364697/goa-jomblang_ze1bb3.jpg,goa jomblang merupakan gua vertikal yang bertipe collapse doline gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng saat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal sinar matahari yang menerobos masuk dari luweng grubug setinggi meter membentuk satu tiang cahaya menyinari flowstone yang indah serta kedalaman gua yang gelap gulita air yang menetes dari ketinggian turut mempercantik pemandangan tidak salah jika banyak orang terkagum kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga
225,Candi Abang,Budaya_Dan_Sejarah,4.2,1029,5000,5000,-7.8103728,110.468686,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364698/candi-abang_iysspq.jpg,candi abang memiliki bentuk seperti piramida dinamakan candi abang karena bangunan itu terbuat dari batu bata berwarna merah dari jauh candi ini tampak seperti gundukan tanah atau bukit kecil karena bagian luarnya banyak ditumbuhi rerumputan secara sekilas candi abang tampak hanya seperti gundukan tanah di atas bukit bukit ini bila musim hujan akan berwarna hijau sedangkan pada musim kemarau akan terlihat gersang bangunan candi ini akan terlihat berwarna merah jika kondisinya benar benar kemarau dan kering seperti bangunan candi pada umumnya candi abang dibangun di atas bukit selain itu keunikan lainnya adalah candi ini dibangun dengan batu bata merah hal ini berbeda dengan kebanyakan candi pada umumnya yang dibangun dengan batu andesit
289,Gunung Ireng Srumbung,Alam,4.5,1028,3000,3000,-7.8827926,110.4896548,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364700/gunung_ireng_iysg3s.jpg,di gunung ireng srumbung teman brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari hari dari sini kita juga disuguhkan pemandangan bak negeri di atas awan barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing mulai dari spot rumah kecil gazebo sampai gardu pandang membuat teman brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan
27,Pesona Pengklik Pantai Samas,Alam,4,987,10000,10000,-8.003873302,110.2703756,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364696/pesona-pangklik_nygmbw.jpg,pantai samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur pantai parangtritis lokasi pantai samas kurang lebih km arah selatan kota bantul atau sekitar km dari pusat kota yogyakarta tepatnya di desa srigading kecamatan sanden kabupaten bantul yogyakarta pantai samas terkenal dengan deburan ombaknya yang menggulung angin lautnya yang kencang dan sebagai tempat persinggahan penyu penyu langka seperti penyu sisik dan penyu hijau untuk bertelur selain itu kawasan pantai samas juga memiliki delta delta sungai dan danau air tawar yang membentuk telaga akan tetapi pantai samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai
369,Pantai Siung,Alam,4.6,967,10000,10000,-8.1818233,110.6832394,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364698/pantai-siung_emchsx.jpg,pantai siung berlokasi di gunung kidul yogyakarta pantai ini spesial karena lanskapnya yang dikelilingi oleh tebing tebing tinggi karena keunikan itulah pemerintah jogja meresmikan pantai siung sebagai lokasi panjat tebing selama di pantai siung kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai selain menjadi ciri khas pantai siung keberadaan batu karang ternyata membawa makna bagi asal usul nama pantai ini sebagai rangkuman di pantai ini kalian dapat melakukan aktivitas panjat tebing hammocking berkemah dan jalan jalan di bukit pengilon
181,Goa Seplawan,Alam,4.5,947,8000,8000,-7.772978,110.1102509,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749357025/goa-selarong_hcm4c2.jpg,goa yang berada di kawasan pegunungan menoreh ini merupakan goa basah alias terdapat aliran air di dalamnya goa tersebut tepatnya berada di desa donorejo kecamatan kaligesing kabupaten purworejo jawa tengah berbatasan langsung dengan kulonprogo di yogyakarta goa ini memiliki panjang meter dengan cabang cabang goa sekitar  meter dan berdiameter meter sehingga untuk masuk ke dalam goa pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas
228,Candi Sari,Budaya_Dan_Sejarah,4.5,938,2000,2000,-7.7615576,110.4742751,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364693/Candi_Sari_f1awbo.jpg,candi sari juga disebut candi bendah adalah candi buddha yang berada tidak jauh dari candi sambi sari candi kalasan dan candi prambanan yaitu di bagian sebelah timur laut dari kota yogyakarta dan tidak begitu jauh dari bandara adisucipto candi ini dibangun pada sekitar abad ke dan ke pada saat zaman kerajaan mataram kuno dengan bentuk yang sangat indah pada bagian atas candi ini terdapat buah stupa seperti yang tampak pada stupa di candi borobudur dan tersusun dalam deretan sejajar bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di candi plaosan beberapa ruangan bertingkat dua berada persis di bawah masing masing stupa dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta buddha biksu pada zaman dahulunya candi sari pada masa lampau merupakan suatu vihara buddha dan dipakai sebagai tempat belajar dan berguru bagi para biksu selain untuk wisata budaya dan sejarah pengunjung juga dapat bersepeda bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil selain di sekitar candi para pengunjung juga dapat bersepeda menyusuri candi candi lainnya yang lokasinya berdekatan para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari candi sari ini sendiri
472,Desa Wisata Pentingsari,Desa Wisata,4.4,855,20000,20000,-7.6430482,110.4296004,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364691/desa-wisata-pentingsari_fnlo5y.jpg,desa wisata pentingsari terletak di lereng gunung merapi sekitar kilometer dari pusat kota yogyakarta desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan dusun pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali kuning dan sebelah selatan terdapat lebah yang berupak goa ledok ponteng dan gondoran sebelah timur terdapat lembah yang curam yaitu kali pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan umbulharjo sampai ke pelataran gunung merapi dusun pentingsari terdiri dari dua dusun yaitu bonorejo dan pentingsari ada beberapa program wisata desa seperti live in kemah trekking atau outbound yang bisa dinikmati untuk kegiatan wisata budaya wisatawan bisa mengikuti kegiatan seperti belajar gamelan menari membatik membuat wayang rumput dan membuat janur
172,Desa Wisata Gamplong,Desa Wisata,4.4,841,5000,5000,-7.8055232,110.2374676,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364697/desa-wisata-gamplong_prsqsq.jpg,berada di kabupaten sleman tepatnya kilometer dari titik nol yogyakarta tempat wisata yang sering dijuluki mini hollywood ini menawarkan berbagai desain bangunan unik sangat cocok bagi wisatawan yang menyukai fotografi
54,Museum Perjuangan,Budaya_Dan_Sejarah,4.5,836,1000,1000,-7.8164905,110.3718611,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364691/museum-perjuangan_zaztrl.jpg,museum perjuangan memiliki tempat utama yang berisi peninggalan budaya dan sejarah ruangan yang pertama di taat secara rapi di luar gedung disana menyajikan patung kepala pahlawan nasional relief yang menjelaskan dan bercerita bagaimana lahirnya boedi utomo masa penjajahan jepang dan partai sarekat islam selain itu juga membahas pd dua kongres pemuda kesatu masa pindahnya ibukota negara ke jogja peristiwa maret dan pertempuran puputan di bali
37,Geoforest Watu Payung Turunan,Alam,4.5,796,5000,5000,-7.972955236,110.4362646,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364690/geoforest-watu-payung_g4i1h1.jpg,nama watu payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung kata watu dalam bahasa jawa berarti batu sedangkan kata payung yang bermakna payung keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan suasana yang teduh nuansa alam udara yang sejuk bernilai edukatif adalah daya tarik dari watu payung turunan
335,Pasar Kembang,Desa Wisata,4.2,793,0,0,-7.7899242,110.3651209,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364690/pasar-kembang_hhdsi9.jpg,jalan pasar kembang merupakan gang kecil yang merupakan perkampungan penduduk banyak penduduk yang tinggal di kawasan ini mereka hidup dengan damai dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan penginapan banyak berdiri di tengah suasana perkampungan dengan keramahan para penduduknya
468,Omah Petroek,Buatan,4.6,764,15000,15000,-7.6219947,110.4153359,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364688/omah-petroek_sb5atm.jpg,objek wisata omah petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa omah petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri dengan keluarga atau berombongan
396,Pantai Jogan,Pantai,4.3,758,10000,10000,-8.180135,110.6763715,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364695/pantai-jogan_j99ebx.jpg,pantai jogan memiliki keunikan tersendiri yaitu adanya air terjun yang langsung jatuh dari atas tebing ke bibir laut jogan ketinggian air terjun ini sekitar dengan sumber air yang berasal dari perbukitan karst di sebelah utara
322,Taman Lampion (Taman Pelangi),Desa Wisata,4.3,757,15000,20000,-7.7503631,110.3698154,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364687/taman-pelangi_1_pzzqn1.jpg,taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa anda kunjungi bersama keluarga atau teman selain berjalan jalan menikmati gemerlap lampu anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini bermain bola air bugee jumping atv trampolin perahu dayung kereta mini dan lain lain asiknya lagi area wisata taman lampion juga sering diadakan live konser musik
69,Monumen Perjuangan TNI AU,Budaya_Dan_Sejarah,4.5,748,6000,6000,-7.8407981,110.3764617,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364687/monumen-perjuangan-tni_hsuym3.jpg,monumen ini merupakan simbol penghormatan atas perjuangan tentara nasional indonesia angkatan udara dalam mempertahankan kedaulatan negara terletak di kompleks lanud adisutjipto monumen ini menyuguhkan koleksi pesawat tempur bersejarah serta dokumentasi perjuangan tni au tempat ini cocok untuk wisata edukatif sekaligus menumbuhkan rasa nasionalisme
33,Jogja Exotarium,Buatan,4.4,746,20000,20000,-7.728816,110.358356,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749364691/jogja-exotarium_ldxdzt.jpg,di mini zoo jogja exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil hewan nocturnal kelinci pengunjung dapat pula melakukan aktivitas seperti memancing belajar berkuda atau memanah selain itu terdapat pula berbagai spot selfie playground anak atau outbound kehadiran mini zoo jogja exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang
